product_id,order_id,customer_id,customer_name,product_name,product_category,payment_type,qty,price,datetime,country,city,ecommerce_website_name,payment_txn_id,payment_txn_success,failure_reason
pid_22,oid_33,cid_867,Aiden Parker,Magnetic Frag Rack (12 slots),Accessories,Google Pay,3,25.0,2023-01-04 20:53:51,Great Britain,Leeds,EBay,ptx_2337040221,Y,
pid_15,oid_33,cid_867,Aiden Parker,Nitrate Test Kit,Testing & Calibration,Google Pay,4,20.0,2023-01-04 20:53:51,Great Britain,Leeds,EBay,ptx_2337040221,Y,
pid_22,oid_34,cid_2629,Charlotte Campbell,Magnetic Frag Rack (12 slots),Accessories,Apple Pay,3,25.0,2023-05-17 22:43:25,Mexico,Tijuana,EBay,ptx_7914332992,Y,
pid_15,oid_34,cid_2629,Charlotte Campbell,Nitrate Test Kit,Testing & Calibration,Apple Pay,2,20.0,2023-05-17 22:43:25,Mexico,Tijuana,EBay,ptx_7914332992,Y,
pid_9,oid_35,cid_1172,Henry Lewis,Protein Skimmer 65,Filtration,Google Pay,3,129.0,2023-12-27 17:23:47,Germany,Hamburg,Website,ptx_6127898896,Y,
pid_21,oid_35,cid_1172,Henry Lewis,Ceramic Frag Plug (10-pack),Accessories,Google Pay,2,9.0,2023-12-27 17:23:47,Germany,Hamburg,Website,ptx_6127898896,Y,
pid_11,oid_35,cid_1172,Henry Lewis,Activated Carbon 1 lb,Filtration,Google Pay,1,12.5,2023-12-27 17:23:47,Germany,Hamburg,Website,ptx_6127898896,Y,
pid_4,oid_36,cid_1227,Harper Miller,Refugium Light,Lighting,Google Pay,1,50.0,2024-02-29 06:13:40,Great Britain,Birmingham,EBay,ptx_4438248290,Y,
pid_4,oid_36,cid_1227,Harper Miller,Refugium Light,Lighting,Google Pay,4,50.0,2024-02-29 06:13:40,Great Britain,Birmingham,EBay,ptx_4438248290,Y,
pid_20,oid_36,cid_1227,Harper Miller,Amino Acids 250 ml,Consumables,Google Pay,4,24.0,2024-02-29 06:13:40,Great Britain,Birmingham,EBay,ptx_4438248290,Y,
pid_5,oid_37,cid_2679,Dana Smith,Jebao Wavemaker SLW-20,Pumps,Apple Pay,4,75.0,2024-11-04 05:51:15,France,Nantes,Amazon,ptx_8510866423,Y,
pid_2,oid_37,cid_2679,Dana Smith,Radion XR15 G6 Blue,Lighting,Apple Pay,4,470.0,2024-11-04 05:51:15,France,Nantes,Amazon,ptx_8510866423,Y,
pid_19,oid_37,cid_2679,Dana Smith,Magnesium 500 ml,Consumables,Apple Pay,4,12.0,2024-11-04 05:51:15,France,Nantes,Amazon,ptx_8510866423,Y,
pid_14,oid_37,cid_2679,Dana Smith,Calibration Fluid 35ppt,Testing & Calibration,Apple Pay,2,6.5,2024-11-04 05:51:15,France,Nantes,Amazon,ptx_8510866423,Y,
pid_9,oid_37,cid_2679,Dana Smith,Protein Skimmer 65,Filtration,Apple Pay,4,129.0,2024-11-04 05:51:15,France,Nantes,Amazon,ptx_8510866423,Y,
pid_4,oid_38,cid_1036,Lily White,Refugium Light,Lighting,Apple Pay,4,50.0,2024-10-11 18:39:34,Great Britain,Newcastle,EBay,ptx_2019952093,Y,
pid_11,oid_38,cid_1036,Lily White,Activated Carbon 1 lb,Filtration,Apple Pay,1,12.5,2024-10-11 18:39:34,Great Britain,Newcastle,EBay,ptx_2019952093,Y,
pid_23,oid_39,cid_2141,Ella Davis,Coral Bone Cutter,Accessories,Apple Pay,5,19.0,2023-02-12 00:05:31,Canada,Mississauga,EBay,ptx_5716167991,Y,
pid_16,oid_39,cid_2141,Ella Davis,Alkalinity Checker,Testing & Calibration,Apple Pay,4,55.0,2023-02-12 00:05:31,Canada,Mississauga,EBay,ptx_5716167991,Y,
pid_13,oid_39,cid_2141,Ella Davis,Refractometer (Salinity),Testing & Calibration,Apple Pay,3,25.0,2023-02-12 00:05:31,Canada,Mississauga,EBay,ptx_5716167991,Y,
pid_8,oid_39,cid_2141,Ella Davis,Auto Top-Off Utility Pump,Pumps,Apple Pay,4,33.0,2023-02-12 00:05:31,Canada,Mississauga,EBay,ptx_5716167991,Y,
pid_11,oid_40,cid_2578,Aleksei White,Activated Carbon 1 lb,Filtration,Apple Pay,3,12.5,2023-12-06 18:18:34,Mexico,Monterrey,Website,ptx_8228510679,Y,
pid_7,oid_40,cid_2578,Aleksei White,DC Return Pump 1300 GPH,Pumps,Apple Pay,1,129.0,2023-12-06 18:18:34,Mexico,Monterrey,Website,ptx_8228510679,Y,
pid_15,oid_40,cid_2578,Aleksei White,Nitrate Test Kit,Testing & Calibration,Apple Pay,2,20.0,2023-12-06 18:18:34,Mexico,Monterrey,Website,ptx_8228510679,Y,
pid_11,oid_40,cid_2578,Aleksei White,Activated Carbon 1 lb,Filtration,Apple Pay,1,12.5,2023-12-06 18:18:34,Mexico,Monterrey,Website,ptx_8228510679,Y,
pid_12,oid_40,cid_2578,Aleksei White,RO/DI System 4-Stage,Filtration,Apple Pay,3,170.0,2023-12-06 18:18:34,Mexico,Monterrey,Website,ptx_8228510679,Y,
pid_7,oid_41,cid_2798,Mia Clark,DC Return Pump 1300 GPH,Pumps,Card,5,129.0,2024-04-08 10:33:47,Great Britain,Bristol,Amazon,ptx_5205804205,Y,
pid_5,oid_42,cid_2179,Charlotte Scott,Jebao Wavemaker SLW-20,Pumps,Card,3,75.0,2024-03-14 07:14:55,Mexico,Tijuana,Amazon,ptx_3223486121,Y,
pid_14,oid_42,cid_2179,Charlotte Scott,Calibration Fluid 35ppt,Testing & Calibration,Card,3,6.5,2024-03-14 07:14:55,Mexico,Tijuana,Amazon,ptx_3223486121,Y,
pid_18,oid_42,cid_2179,Charlotte Scott,Coral Food 60 g,Consumables,Card,2,14.5,2024-03-14 07:14:55,Mexico,Tijuana,Amazon,ptx_3223486121,Y,
pid_20,oid_43,cid_2438,Andrew Anderson,Amino Acids 250 ml,Consumables,Google Pay,1,24.0,2024-12-21 05:50:29,United States,Charlotte,EBay,ptx_4067944244,Y,
pid_16,oid_43,cid_2438,Andrew Anderson,Alkalinity Checker,Testing & Calibration,Google Pay,3,55.0,2024-12-21 05:50:29,United States,Charlotte,EBay,ptx_4067944244,Y,
pid_14,oid_44,cid_2764,Alex Parker,Calibration Fluid 35ppt,Testing & Calibration,Apple Pay,5,6.5,2023-09-29 10:13:07,France,Nice,EBay,ptx_8478867547,Y,
pid_3,oid_44,cid_2764,Alex Parker,Kessil A360X Tuna Blue,Lighting,Apple Pay,4,450.0,2023-09-29 10:13:07,France,Nice,EBay,ptx_8478867547,Y,
pid_12,oid_44,cid_2764,Alex Parker,RO/DI System 4-Stage,Filtration,Apple Pay,5,170.0,2023-09-29 10:13:07,France,Nice,EBay,ptx_8478867547,Y,
pid_18,oid_44,cid_2764,Alex Parker,Coral Food 60 g,Consumables,Apple Pay,3,14.5,2023-09-29 10:13:07,France,Nice,EBay,ptx_8478867547,Y,
pid_5,oid_44,cid_2764,Alex Parker,Jebao Wavemaker SLW-20,Pumps,,1,75.0,2023-09-29 10:13:07,France,Nice,EBay,ptx_8478867547,Y,
pid_17,oid_45,cid_2884,Aiden Mitchell,Reef Salt 25 kg,Consumables,Google Pay,5,80.0,2023-03-01 23:55:44,Germany,Frankfurt,EBay,ptx_3411201468,Y,
pid_7,oid_45,cid_2884,Aiden Mitchell,DC Return Pump 1300 GPH,Pumps,Google Pay,5,129.0,2023-03-01 23:55:44,Germany,  Frankfurt 	,EBay,ptx_3411201468,Y,
pid_1,oid_46,cid_2,Isabella Scott,AI Prime 16HD,Lighting,Apple Pay,3,240.0,2024-04-25 17:46:16,Canada,Toronto,EBay,ptx_9500720835,Y,
pid_10,oid_46,cid_2,Isabella Scott,Filter Sock (2-pack) 200µ,Filtration,Apple Pay,5,15.0,2024-04-25 17:46:16,Canada,Toronto,EBay,ptx_9500720835,Y,
pid_17,oid_46,cid_2,Isabella Scott,Reef Salt 25 kg,Consumables,Apple Pay,4,80.0,2024-04-25 17:46:16,Canada,Toronto,EBay,ptx_9500720835,Y,
pid_24,oid_46,cid_2,Isabella Scott,Cable Management Clips (10-pack),Accessories,Apple Pay,2,6.0,2024-04-25 17:46:16,Canada,Toronto,EBay,ptx_9500720835,Y,
pid_18,oid_47,cid_1590,Charlotte Parker,Coral Food 60 g,Consumables,Card,4,14.5,2024-07-26 19:46:41,Great Britain,Birmingham,Website,ptx_3198677350,Y,
pid_2,oid_48,cid_2102,Sasha Smith,Radion XR15 G6 Blue,Lighting,Google Pay,2,470.0,2024-06-04 12:55:57,United States,Houston,EBay,ptx_1848388580,N,Insufficient funds
