order_id,customer_id,customer_name,product_id,product_name,product_category,payment_type,qty,price,Date,Country,City,ecommerce_website_name,payment_txn_id,payment_txn_success,failure_reason
79.0,519.0,Alyssa Rivera,72,Concrete Computer,Sports,UPI,50,1248.86,2017-02-07 04:15:18,United States,Graham,www.lopezbutlerfashion.co,TXN3488941,Y,
80.0,14986.0,Jeremiah Castillo,45,Pants,Home,Debit Card,14,74.86,2025-10-12 14:25:18,India,Udalguri,www.greenemitchelldeals.in,TXN1268688,Y,
81.0,12895.0,Harold Mccullough,82,Soft Mouse,Electronics,UPI,89,69.65,2021-11-19 11:50:40,Japan,Nakamura,www.fordmarket.io,TXN2194951,N,Network Error
82.0,11553.0,Steven Mcdowell,74,Wooden Bacon,Music,Credit Card,24,1867.87,2023-07-02 10:42:48,India,Jalālābād,www.nicholsmart.com,TXN3873924,Y,
83.0,3700.0,Sheila Perkins,100,Refined Metal Mouse,Games,Debit Card,39,229.81,2016-04-21 20:13:56,Japan,Ōzu,www.morrisontech.net,TXN3616907,Y,
84.0,13867.0,Kelsey Martinez,32,Concrete Computer,Sports,Debit Card,99,1248.86,2024-08-10 15:14:34,United States,Front Royal,www.hartmooreshop.io,TXN5048446,Y,
85.0,5819.0,Michael Clarke,63,Soap,Sports,Bank Transfer,84,633.73,2017-07-01 04:56:58,United States,Middleburg Heights,www.jordanmart.io,TXN6166889,Y,
86.0,1829.0,Christopher Scott,86,New Granite Chair,Sports,Wallet,2,1550.14,2017-09-01 04:33:55,India,North Guwāhāti,www.batestech.co,TXN8494090,Y,
87.0,4763.0,Mark Harrington,71,Tasty Fresh Table,Books,UPI,1,385.79,2019-06-02 08:43:39,United States,Woodstock,www.batesfashion.co,TXN2730810,Y,
88.0,14629.0,Brian Hamilton,52,Soft Pants,Garden,Debit Card,43,405.53,2021-07-26 21:41:20,United Kingdom,Paisley,www.armstrongstore.in,TXN5951148,Y,
89.0,7267.0,Betty Thomas,2,Car,Home,UPI,35,1543.38,2023-01-29 15:34:50,India,Hupari,www.raymarket.com,TXN7118308,Y,
90.0,10870.0,Brittany Schultz,4,Gloves,Clothing,Wallet,99,899.27,2018-07-20 22:13:52,Mexico,Xicotepec de Juárez,www.haysmarket.io,TXN8283784,Y,Undefined
91.0,7377.0,Andrea Morgan,93,Gently Used Granite Tuna,Health,Wallet,88,1254.51,2021-10-22 12:25:03,Italy,Conegliano,www.johnsonfashion.co,TXN3609540,Y,
92.0,1125.0,Gregory House,24,Handmade Sausages,Grocery,UPI,98,1609.54,2019-06-13 13:28:40,Italy,Terracina,www.figueroashop.io,TXN9641418,Y,
93.0,9254.0,Johnny Walker,33,Frozen Cheese,Sports,Bank Transfer,18,799.86,2022-06-10 21:04:49,United States,Huntington Park,www.combsmart.io,TXN1006191,Y,
94.0,1680.0,Eric Brooks,59,Rustic Frozen Gloves,Tools,Wallet,31,914.87,2016-11-11 19:43:29,India,Anklav,www.williamsmart.co,TXN8108029,Y,
95.0,13132.0,Stanley Porter,94,Incredible Wooden Fish,Movies,Wallet,61,1823.85,2015-12-11 03:17:28,Japan,Ebino,www.ramireztech.com,TXN7382047,N,Expired Card
96.0,4995.0,Terri Brock,69,Salad,Tools,Wallet,92,1761.6,2024-05-20 11:29:55,India,Muzaffarpur,www.holmesmart.com,TXN8674715,Y,
97.0,1307.0,Melissa Solis,42,Intelligent Pizza,Games,Credit Card,100,1687.25,2016-07-09 04:26:30,India,Mankāchar,www.harveystore.in,TXN5717572,Y,
98.0,3442.0,Carol Duncan,13,Frozen Pants,Electronics,Bank Transfer,30,1847.12,2022-08-07 06:16:18,United States,South El Monte,www.halltech.net,TXN1221136,Y,
99.0,11076.0,Jose Martinez,65,Awesome Towels,Grocery,UPI,80,231.3,2020-07-07 19:04:15,India,Jaigaon,www.ellisoncainfashion.in,TXN6094182,N,Invalid CVV
100.0,8366.0,Gregory Garcia,26,Fantastic Frozen Chips,Industrial,UPI,33,109.39,2023-07-31 11:39:55,India,Sultan Pur Majra,www.phillipsfashion.co,TXN8552762,Y,
101.0,14603.0,Ian Baker,26,Frozen Chips,Games,UPI,97,959.42,2016-02-28 06:21:31,United States,Sylmar,www.pooleboonetech.co,TXN4895364,Y,
102.0,9265.0,Paul Sloan,3,Gently Used Soft Gloves,Jewelery,Wallet,86,1752.84,2016-08-21 06:36:48,United States,Waterbury,www.millerhesterdeals.com,TXN4812083,Y,
103.0,5165.0,Randy Lindsey,98,Shoes,Music,Debit Card,70,1036.25,2018-04-20 21:13:25,United States,Ithaca,www.jacksonmarket.co,TXN2125461,Y,
104.0,14580.0,James Little,34,Fresh Chicken,Tools,,27,1494.34,2017-09-04 13:41:10,United States,Rahway,www.murraydeals.co,TXN7146722,Y,
105.0,7111.0,Katherine Wright,39,Rubber Ball,Music,Bank Transfer,21,1308.8,2018-04-05 16:42:45,Germany,Künzelsau,www.shawtech.com,TXN7509474,Y,
106.0,632.0,Travis Johnson,76,Rubber Shoes,Computers,Debit Card,39,179.13,2020-12-02 19:01:32,India,Pāli,www.bowmanperrystore.net,TXN7605463,Y,
107.0,3964.0,Debra Johnson,27,Unbranded Cotton Pizza,Beauty,Credit Card,50,894.7,2021-11-12 07:54:08,India,Nagda,www.davisdeals.co,TXN1741780,Y,
108.0,11392.0,Elizabeth Knight,35,Concrete Fish,Kids,Debit Card,25,514.36,2021-02-14 05:54:55,United States,Sioux City,www.foxfashion.in,TXN4332951,Y,
109.0,8150.0,Kathy Bishop,43,Awesome Concrete Car,Movies,Credit Card,5,801.35,2017-06-17 11:56:21,Japan,Sasayama,www.brookshowardmarket.in,TXN7807960,Y,
110.0,8168.0,David Rodriguez MD,10,Ergonomic Rubber Cheese,Automotive,Debit Card,13,637.8,2015-10-20 13:13:50,Ukraine,Belmont,www.nguyenlopezfashion.net,TXN8631333,Y,
111.0,14133.0,Melissa Hunter,67,Computer,Books,Credit Card,26,369.72,2023-02-07 19:29:58,Spain,Getafe,www.robertssimmonsfashion.net,TXN7500061,Y,
112.0,1905.0,Michael Smith,18,Frozen Bike,Toys,Debit Card,59,764.47,2015-12-15 01:55:53,Italy,Misilmeri,www.hammondmart.net,TXN1386671,Y,
113.0,1377.0,Aaron Garcia,12,Tuna,Games,Credit Card,14,853.0,2022-11-08 04:26:57,Canada,Baie-Comeau,www.jonesshop.net,TXN6940395,Y,
114.0,1649.0,Jessica Gonzalez,88,Fantastic Hat,Books,Wallet,24,585.25,2018-07-22 02:10:11,France,Ozoir-la-Ferrière,www.gillespiefashion.in,TXN4980115,Y,
115.0,3909.0,Christopher Molina,86,New Granite Chair,Sports,Debit Card,20,1550.14,2018-12-12 10:36:08,United States,Avondale,www.mckaystore.io,TXN2301523,Y,
116.0,3835.0,Betty Contreras,82,Mouse,Tools,Debit Card,39,695.39,2021-09-26 04:33:58,United States,Ames,www.griffinbeckershop.net,TXN6707778,Y,
117.0,6737.0,Nicole Morris,22,Mouse,Tools,Bank Transfer,60,695.39,2016-07-02 22:43:13,Mexico,Cárdenas,www.mooreclarkmarket.io,TXN4231600,Y,
118.0,9601.0,Joshua Lawrence,53,Metal Bacon,Industrial,Credit Card,40,1310.64,2023-10-04 18:59:51,United States,Corvallis,www.hensonstore.io,TXN5359404,Y,
119.0,9070.0,Mark Mathis,21,Rubber Bike,Sports,Wallet,40,931.44,2023-08-09 04:37:17,Italy,Acilia-Castel Fusano-Ostia Antica,www.nelsonmarket.com,TXN9285053,Y,
120.0,2874.0,Derek Steele,74,Bacon,Jewelery,Bank Transfer,57,556.2,2023-09-18 05:33:02,India,Sindkhed Raja,www.martinmart.io,TXN4280043,Y,
121.0,9422.0,Robert Holmes,15,Soft Ball,Industrial,Bank Transfer,81,385.65,2024-02-15 22:09:32,Australia,Coffs Harbour,www.parkermarket.com,TXN4840578,Y,
122.0,10725.0,Karl Bennett,67,Rubber Computer,Electronics,Credit Card,67,1464.95,2020-08-16 00:49:14,India,koppana Agrahara,www.johnsonmart.net,TXN7934631,Y,
123.0,761.0,Richard Walker,55,Concrete Computer,Sports,Debit Card,53,1248.86,2024-09-23 15:56:10,United States,Ashburn,www.strongtech.net,TXN1077164,Y,
124.0,12440.0,Darrell Allen,48,Concrete Fish,Kids,Credit Card,60,514.36,2020-01-25 07:54:19,India,Chāpra,www.caseytech.com,TXN7752237,Y,
125.0,11451.0,Dustin Medina,43,Awesome Concrete Car,Movies,UPI,70,801.35,2021-07-04 16:04:18,Japan,Bungo-Takada-shi,www.poncebarnettstore.io,TXN9526640,Y,
126.0,1083.0,John Ayala,73,Intelligent Pants,Electronics,Wallet,67,1237.3,2020-08-31 07:04:40,Japan,Eniwa,www.adamslarsondeals.co,TXN4863878,Y,
127.0,12317.0,Travis Green,14,Keyboard,Sports,Bank Transfer,95,422.75,2023-10-14 06:55:35,India,Naregal,www.ramireztech.in,TXN4466846,Y,
128.0,12555.0,Alicia Wright,100,Refined Metal Mouse,Games,UPI,66,229.81,2016-12-19 15:42:30,United States,Bethpage,www.hendersontech.io,TXN3686236,Y,
129.0,10848.0,Cynthia Gilbert,35,Concrete Fish,Kids,Debit Card,85,514.36,2015-12-12 02:52:20,Mexico,Gustavo Adolfo Madero,www.coxfashion.io,TXN5426550,Y,
130.0,14909.0,Angela Cameron,80,Handmade Pants,Clothing,Bank Transfer,88,314.31,2023-03-25 09:34:42,Germany,Schwalmstadt,www.strongtech.com,TXN3020309,Y,
131.0,10062.0,Martin Foster,54,Refined Soft Mouse,Clothing,UPI,23,1896.26,2018-10-26 12:08:15,India,Porur,www.nealfashion.com,TXN6080354,Y,
132.0,14117.0,Holly Young,49,Computer,Books,Credit Card,87,369.72,2017-11-07 02:21:08,United States,Lawrence,www.raymarket.io,TXN8253934,Y,
133.0,3707.0,Jared Patel,23,Rustic Shirt,Automotive,Credit Card,73,934.67,2025-04-05 03:34:38,Spain,Ibiza,www.stephensshop.io,TXN1629879,Y,
134.0,1377.0,Aaron Garcia,26,Frozen Chips,Games,Credit Card,81,959.42,2020-01-23 21:08:43,United Kingdom,Lewes,www.harrisonstore.com,TXN1589964,Y,
135.0,604.0,Thomas Carrillo,18,Frozen Bike,Toys,UPI,98,764.47,2019-05-01 15:32:58,France,Fécamp,www.hubbardmeyermarket.io,TXN4726741,Y,
136.0,7465.0,Dana Anderson,62,Incredible Wooden Cheese,Automotive,Credit Card,12,1438.34,2025-08-14 20:40:39,Brazil,Cantanhede,www.gardnermart.net,TXN5848152,Y,
137.0,11059.0,Jonathan Ford,87,Fantastic Mouse,Clothing,UPI,70,1609.2,2017-06-15 09:20:09,United States,Clayton,www.masseyshop.co,TXN3632935,Y,
138.0,6709.0,Tamara Scott,79,Refined Mouse,Industrial,Credit Card,8,1555.56,2015-10-19 06:30:47,United States,Temple Terrace,www.armstrongstore.co,TXN1183829,Y,
139.0,3125.0,Jeffery Lane,59,Rustic Frozen Gloves,Tools,Wallet,90,914.87,2017-07-15 14:02:25,Japan,Inami,www.thomasmart.co,TXN1898985,Y,
140.0,253.0,Jane Glenn,28,Keyboard,Sports,UPI,85,422.75,2025-04-04 18:45:53,India,Gokarna,www.silvamejiashop.in,TXN4905956,Y,
141.0,697.0,Anthony Mejia,95,Tasty Soft Fish,Tools,UPI,9,1747.7,2017-03-04 17:43:59,United States,Fort Walton Beach,www.longtech.com,TXN6296694,Y,
142.0,11843.0,Christopher May,36,Ergonomic Table,Movies,Wallet,22,655.68,2021-06-08 12:37:25,Mexico,Guacamayas,www.wongmarket.in,,N,Insufficient Funds
143.0,6279.0,Matthew Allen,40,Soap,Sports,UPI,54,633.73,2017-12-06 19:08:33,India,Jagdīspur,www.martintech.net,TXN9391165,Y,
144.0,3649.0,Kevin Fletcher,98,Gently Used Shoes,Toys,Debit Card,23,1774.54,2025-02-03 03:30:04,Canada,West End,www.burchstore.net,TXN3029753,Y,
145.0,1064.0,Anthony Hoffman,10,Rubber Cheese,Baby,Debit Card,68,1921.51,2025-07-05 23:34:17,Spain,Seseña,www.arnoldstore.io,TXN3036813,Y,
146.0,6723.0,Michelle Mckee,77,Generic Pants,Outdoors,Credit Card,22,538.25,2017-05-23 20:38:40,India,Manjeri,www.gentrystore.in,TXN3334860,Y,
147.0,1498.0,Brian Campbell,36,Ergonomic Steel Table,Shoes,Wallet,55,413.27,2023-10-07 18:34:49,Brazil,São Pedro,www.mcphersonjenkinsmarket.in,TXN5362605,Y,
148.0,6746.0,Linda Lane,35,Generic Fish,Industrial,Credit Card,69,1522.54,2020-06-17 16:44:57,India,Vallam,www.scottstore.com,TXN1621596,Y,
149.0,12417.0,Erika Williams,26,Fantastic Chips,Clothing,UPI,64,510.9,2019-04-28 22:09:06,United States,Corona,www.williamsdeals.io,TXN2947714,Y,
150.0,5322.0,Nathan Mckinney,63,Soap,Sports,UPI,77,633.73,2015-12-31 20:30:55,United States,Hayesville,www.holmesmart.net,TXN3768756,Y,
151.0,4492.0,Vincent Thompson,19,Ergonomic Salad,Tools,Debit Card,99,528.14,2023-03-19 17:33:59,Japan,Hiragi,www.johnsondeals.co,TXN1023669,Y,
152.0,394.0,Danielle Park,84,Steel Chips,Tools,Bank Transfer,68,1286.83,2019-08-24 08:46:43,Brazil,São José de Mipibu,www.wilsonbennettfashion.co,TXN5411827,Y,
153.0,10419.0,Heidi Foster,72,Computer,Books,Debit Card,99,369.72,2017-02-19 01:05:15,Germany,Aue,www.schroederwatersshop.io,TXN3849692,Y,
154.0,5386.0,Tyler Young,91,Concrete Computer,Sports,Credit Card,20,1248.86,2022-04-20 18:52:03,India,Imphal,www.jacobsshop.co,TXN8091284,Y,
